,age,age_origin
"Candida_stellatoidea_34379989:Candida stellatoidea
",17-65岁,60
"Candida_stellatoidea_34381791:Candida stellatoidea
",>65岁,elderly
"Candida_stellatoidea_34428666:Candida stellatoidea
",>65岁,elderly
"Candida_stellatoidea_34555702:Candida stellatoidea
",none,potentialize
"Candida_stellatoidea_34589223:Candida stellatoidea
",>65岁,75-year-old
"Candida_stellatoidea_34666664:Candida stellatoidea
",>65岁,71-year-old
"Candida_stellatoidea_34668768:Candida stellatoidea
",17-65岁,64
"Candida_stellatoidea_34745396:Candida stellatoidea
",>65岁,21-80
"Candida_stellatoidea_34839862:Candida stellatoidea
",>65岁,2019
"Candida_stellatoidea_34992473:Candida stellatoidea
",none,mid-fort
"Candida_tropicalis_11068081:Candida tropicalis
",>65岁,120
"Candida_tropicalis_11305468:Candida tropicalis
",none,at
"Candida_tropicalis_12132778:Candida tropicalis
",>65岁,1917
"Candida_tropicalis_12820917:Candida tropicalis
",17-65岁,52
"Candida_tropicalis_15700847:Candida tropicalis
",none,many
"Candida_tropicalis_16424420:Candida tropicalis
",1-17岁,4
"Candida_tropicalis_17131790:Candida tropicalis
",17-65岁,23
"Candida_tropicalis_17454898:Candida tropicalis
",none,established
"Candida_tropicalis_20367934:Candida tropicalis
",none,S
"Candida_tropicalis_21426723:Candida tropicalis
",1-17岁,younger
"Candida_tropicalis_2540365:Candida tropicalis
",none,AIDS
"Candida_tropicalis_25613052:Candida tropicalis
",>65岁,72-year-old
"Candida_tropicalis_2795346:Candida tropicalis
",17-65岁,48
"Candida_tropicalis_28384860:Candida tropicalis
",>65岁,71
"Candida_tropicalis_28936955:Candida tropicalis
",>65岁,7 497
"Candida_tropicalis_29875941:Candida tropicalis
",none,patients
"Candida_tropicalis_30240817:Candida tropicalis
",>65岁,126
"Candida_tropicalis_3252159:Candida tropicalis
",none,.
"Candida_tropicalis_32681527:Candida tropicalis
",none,age
"Candida_tropicalis_32942817:Candida tropicalis
",17-65岁,adult
"Candida_tropicalis_33120803:Candida tropicalis
",none,finding
"Candida_tropicalis_33761696:Candida tropicalis
",17-65岁,54 year-old
"Candida_tropicalis_33889656:Candida tropicalis
",17-65岁,62
"Candida_tropicalis_33950572:Candida tropicalis
",17-65岁,34
"Candida_tropicalis_3410776:Candida tropicalis
",1岁以下,4-day-old
"Candida_tropicalis_34218811:Candida tropicalis
",>65岁,154
"Candida_tropicalis_34479880:Candida tropicalis
",17-65岁,57-year-old
"Candida_tropicalis_401538:Candida tropicalis
",1-17岁,4 years old
"Candida_tropicalis_7633933:Candida tropicalis
",none,age
"Candida_tropicalis_8150966:Candida tropicalis
",none,surgery
"Candida_tropicalis_9656677:Candida tropicalis
",>65岁,72-year-old
"Candida_utilis_32164551:Candida utilis
",17-65岁,38-year-old
"Candida_utilis_32327459:Candida utilis
",1-17岁,adolescent
"Candida_utilis_32482366:Candida utilis
",none,"patients, appropriate antimicrobial agents can be recommended."
"Candida_utilis_32535876:Candida utilis
",none,infectiousness.
"Candida_utilis_32648836:Candida utilis
",>65岁,685
"Candida_utilis_32737747:Candida utilis
",none,ill
"Candida_utilis_32807241:Candida utilis
",17-65岁,18
"Candida_utilis_32909234:Candida utilis
",17-65岁,62-year-old
"Candida_utilis_33041191:Candida utilis
",none,this
"Candida_utilis_33156298:Candida utilis
",none,apps
"Candida_utilis_33156525:Candida utilis
",>65岁,109
"Candida_utilis_33451316:Candida utilis
",>65岁,2019
"Candida_utilis_33615809:Candida utilis
",1-17岁,four
"Candida_utilis_33727474:Candida utilis
",17-65岁,42-year-old
"Candida_utilis_33746045:Candida utilis
",17-65岁,19
"Candida_utilis_33761696:Candida utilis
",17-65岁,54 year-old
"Candida_utilis_33847304:Candida utilis
",none,Neo
"Candida_utilis_33889656:Candida utilis
",17-65岁,62
"Candida_utilis_33904683:Candida utilis
",1-17岁,12-year-old
"Candida_utilis_33912342:Candida utilis
",>65岁,67-year-old
"Candida_utilis_33923992:Candida utilis
",>65岁,2019
"Candida_utilis_33940134:Candida utilis
",>65岁,elder
"Candida_utilis_33950572:Candida utilis
",17-65岁,34
"Candida_utilis_33984080:Candida utilis
",none,a
"Candida_utilis_34011126:Candida utilis
",17-65岁,adults
"Candida_utilis_34076373:Candida utilis
",none,hospital population
"Candida_utilis_34092858:Candida utilis
",>65岁,124
"Candida_utilis_34136573:Candida utilis
",none,summon
"Candida_utilis_34136819:Candida utilis
",17-65岁,adult
"Candida_utilis_34146056:Candida utilis
",1-17岁,Seven
"Candida_utilis_34150344:Candida utilis
",none,preschool
"Candida_utilis_34159054:Candida utilis
",17-65岁,52-year-old
"Candida_utilis_34186378:Candida utilis
",17-65岁,34-year-old
"Candida_utilis_34218811:Candida utilis
",>65岁,154
"Candida_utilis_34242877:Candida utilis
",1-17岁,child
"Candida_utilis_34342488:Candida utilis
",17-65岁,40
"Candida_utilis_34356931:Candida utilis
",17-65岁,19
"Candida_utilis_34368903:Candida utilis
",>65岁,70-year-old
"Candida_utilis_34379989:Candida utilis
",17-65岁,60
"Candida_utilis_34381791:Candida utilis
",>65岁,elderly
"Candida_utilis_34400428:Candida utilis
",17-65岁,57-year-old
"Candida_utilis_34416810:Candida utilis
",17-65岁,46-year-old
"Candida_utilis_34418979:Candida utilis
",>65岁,67-year-old
"Candida_utilis_34420902:Candida utilis
",>65岁,197
"Candida_utilis_34428666:Candida utilis
",>65岁,elderly
"Candida_utilis_34464944:Candida utilis
",>65岁,118
"Candida_utilis_34479880:Candida utilis
",17-65岁,57-year-old
"Candida_utilis_34526417:Candida utilis
",none,a
"Candida_utilis_34540870:Candida utilis
",17-65岁,64
"Candida_utilis_34555702:Candida utilis
",none,potentialize
"Candida_utilis_34589223:Candida utilis
",>65岁,75-year-old
"Candida_utilis_34666664:Candida utilis
",>65岁,71-year-old
"Candida_utilis_34668768:Candida utilis
",1-17岁,10
"Candida_utilis_34698346:Candida utilis
",17-65岁,62
"Candida_utilis_34745396:Candida utilis
",>65岁,21-80
"Candida_utilis_34778284:Candida utilis
",1-17岁,55.0 +- 14
"Candida_utilis_34839862:Candida utilis
",>65岁,2019
"Candida_utilis_34853695:Candida utilis
",none,old
"Candida_utilis_34969112:Candida utilis
",none,resistance
"Candida_utilis_34972773:Candida utilis
",17-65岁,31-year-old
"Candida_utilis_34992473:Candida utilis
",none,mid-fort
"Candida_utilis_34992845:Candida utilis
",none,institutional
"Candida_zeylanoides_27909682:Candida zeylanoides
",17-65岁,56-year-old
"Cephalosporium_16410951:Cephalosporium
",1岁以下,four-month-old
"Cephalosporium_1895586:Cephalosporium
",17-65岁,64-year-old
"Cephalosporium_22402374:Cephalosporium
",none,.
"Cephalosporium_26528372:Cephalosporium
",17-65岁,59 year-old
"Cephalosporium_28491812:Cephalosporium
",none,a
"Chaetomium_26880338:Chaetomium
",>65岁,elderly
"Chaetomium_8655695:Chaetomium
",none,A
"Chaetomium_atrobrunneum_14605190:Chaetomium atrobrunneum
",none,second
"Chaetomium_atrobrunneum_26880338:Chaetomium atrobrunneum
",>65岁,elderly
"Chaetomium_atrobrunneum_9417506:Chaetomium atrobrunneum
",none,a leukaemic
"Chaetomium_globosum_34956824:Chaetomium globosum
",>65岁,2018
"Chaetomium_globosum_8655695:Chaetomium globosum
",none,A
"Chaetomium_strumarium_9417506:Chaetomium strumarium
",none,a
"Chrysosporium_14760976:Chrysosporium
",17-65岁,64-year old
"Chrysosporium_19734484:Chrysosporium
",none,in the UK
"Chrysosporium_22493137:Chrysosporium
",1-17岁,young
"Chrysosporium_33976892:Chrysosporium
",>65岁,74-year-old
"Chrysosporium_9854057:Chrysosporium
",1-17岁,15-year-old
"Chrysosporium_zonatum_11880456:Chrysosporium zonatum
",none,an immunocompetent
"Chrysosporium_zonatum_22259200:Chrysosporium zonatum
",17-65岁,27-year-old
"Chrysosporium_zonatum_27144802:Chrysosporium zonatum
",none,Immunocompetent
"Chrysosporium_zonatum_33976892:Chrysosporium zonatum
",>65岁,74-year-old
"Chrysosporium_zonatum_9854057:Chrysosporium zonatum
",1-17岁,15-year-old
"Cladophialophora_arxii_25624408:Cladophialophora arxii
",none,relatively
"Cladophialophora_bantiana_18364660:Cladophialophora bantiana
",none,a
"Cladophialophora_bantiana_20854228:Cladophialophora bantiana
",1-17岁,12-year-old
"Cladophialophora_bantiana_23727472:Cladophialophora bantiana
",none,old
"Cladophialophora_bantiana_25398915:Cladophialophora bantiana
",1-17岁,young
"Cladophialophora_bantiana_28007938:Cladophialophora bantiana
",none,and
"Cladophialophora_bantiana_28478966:Cladophialophora bantiana
",17-65岁,55-year-old
"Cladophialophora_bantiana_28663806:Cladophialophora bantiana
",17-65岁,63-year-old
"Cladophialophora_bantiana_28994171:Cladophialophora bantiana
",17-65岁,63-year-old
"Cladophialophora_bantiana_28994224:Cladophialophora bantiana
",17-65岁,35-year-old
"Cladophialophora_bantiana_30714284:Cladophialophora bantiana
",none,recipient
"Cladophialophora_bantiana_30822604:Cladophialophora bantiana
",>65岁,73-year-old
"Cladophialophora_bantiana_31143481:Cladophialophora bantiana
",17-65岁,64-year-old
"Cladophialophora_bantiana_33834147:Cladophialophora bantiana
",17-65岁,27
"Cladophialophora_bantiana_34129286:Cladophialophora bantiana
",none,renal transplant
"Cladophialophora_bantiana_34381691:Cladophialophora bantiana
",>65岁,69-year-old
"Cladophialophora_bantiana_34872678:Cladophialophora bantiana
",17-65岁,31-year-old
"Cladophialophora_boppii_19481026:Cladophialophora boppii
",none,lung transplant recipient
"Cladophialophora_samo毛nsis_20854228:Cladophialophora samo毛nsis
",1-17岁,12-year-old
"Cladophialophora_samo毛nsis_25398915:Cladophialophora samo毛nsis
",1-17岁,young
"Cladophialophora_samo毛nsis_28478966:Cladophialophora samo毛nsis
",17-65岁,55-year-old
"Cladophialophora_samo毛nsis_28994171:Cladophialophora samo毛nsis
",17-65岁,63-year-old
"Cladophialophora_samo毛nsis_28994224:Cladophialophora samo毛nsis
",17-65岁,35-year-old
"Cladophialophora_samo毛nsis_30714284:Cladophialophora samo毛nsis
",none,recipient
"Cladophialophora_samo毛nsis_30822604:Cladophialophora samo毛nsis
",>65岁,73-year-old
"Cladophialophora_samo毛nsis_31143481:Cladophialophora samo毛nsis
",17-65岁,64-year-old
"Cladophialophora_samo毛nsis_31229375:Cladophialophora samo毛nsis
",17-65岁,42-year-old
"Cladophialophora_samo毛nsis_33834147:Cladophialophora samo毛nsis
",none,female
"Cladophialophora_samo毛nsis_34129286:Cladophialophora samo毛nsis
",none,renal transplant
"Cladophialophora_samo毛nsis_34381691:Cladophialophora samo毛nsis
",>65岁,69-year-old
"Cladophialophora_samo毛nsis_34872678:Cladophialophora samo毛nsis
",17-65岁,31-year-old
"Cladopialophora_bantiana_18364660:Cladopialophora bantiana
",none,a
"Cladopialophora_bantiana_20854228:Cladopialophora bantiana
",1-17岁,12-year-old
"Cladopialophora_bantiana_23727472:Cladopialophora bantiana
",none,old
"Cladopialophora_bantiana_25398915:Cladopialophora bantiana
",1-17岁,young
"Cladopialophora_bantiana_28007938:Cladopialophora bantiana
",none,and
"Cladopialophora_bantiana_28478966:Cladopialophora bantiana
",17-65岁,55-year-old
"Cladopialophora_bantiana_28663806:Cladopialophora bantiana
",17-65岁,63-year-old
"Cladopialophora_bantiana_28994171:Cladopialophora bantiana
",17-65岁,63-year-old
"Cladopialophora_bantiana_28994224:Cladopialophora bantiana
",17-65岁,35-year-old
"Cladopialophora_bantiana_30714284:Cladopialophora bantiana
",none,recipient
"Cladopialophora_bantiana_30822604:Cladopialophora bantiana
",>65岁,73-year-old
"Cladopialophora_bantiana_31143481:Cladopialophora bantiana
",17-65岁,64-year-old
"Cladopialophora_bantiana_33834147:Cladopialophora bantiana
",17-65岁,27
"Cladopialophora_bantiana_34129286:Cladopialophora bantiana
",none,renal transplant
"Cladopialophora_bantiana_34381691:Cladopialophora bantiana
",>65岁,69-year-old
"Cladopialophora_bantiana_34872678:Cladopialophora bantiana
",17-65岁,31-year-old
"Cladosporium_cladosporioides_20563850:Cladosporium cladosporioides
",>65岁,25 merino sheep from a flock consisting 250
"Cladosporium_cladosporioides_27812642:Cladosporium cladosporioides
",none,:
"Cladosporium_cladosporioides_29372563:Cladosporium cladosporioides
",1-17岁,3-year-old
"Cladosporium_cladosporioides_30230044:Cladosporium cladosporioides
",1-17岁,7
"Cladosporium_trichoides_18364660:Cladosporium trichoides
",none,a
"Cladosporium_trichoides_20854228:Cladosporium trichoides
",1-17岁,12-year-old
"Cladosporium_trichoides_23727472:Cladosporium trichoides
",none,old
"Cladosporium_trichoides_25398915:Cladosporium trichoides
",1-17岁,young
"Cladosporium_trichoides_28478966:Cladosporium trichoides
",17-65岁,55-year-old
"Cladosporium_trichoides_28663806:Cladosporium trichoides
",17-65岁,63-year-old
"Cladosporium_trichoides_28994171:Cladosporium trichoides
",17-65岁,63-year-old
"Cladosporium_trichoides_28994224:Cladosporium trichoides
",17-65岁,35-year-old
"Cladosporium_trichoides_30714284:Cladosporium trichoides
",none,recipient
"Cladosporium_trichoides_30822604:Cladosporium trichoides
",>65岁,73-year-old
"Cladosporium_trichoides_31143481:Cladosporium trichoides
",17-65岁,64-year-old
"Cladosporium_trichoides_33834147:Cladosporium trichoides
",17-65岁,27
"Cladosporium_trichoides_34129286:Cladosporium trichoides
",none,renal transplant
"Cladosporium_trichoides_34381691:Cladosporium trichoides
",>65岁,69-year-old
"Cladosporium_trichoides_34872678:Cladosporium trichoides
",17-65岁,31-year-old
"Cladosporium_werneckii_12353348:Cladosporium werneckii
",17-65岁,"81-year-old woman, had pulmonary tuberculosis and the latter, a 62-year-old"
"Cladosporium_werneckii_1396889:Cladosporium werneckii
",none,7th
"Cladosporium_werneckii_18051797:Cladosporium werneckii
",>65岁,81-year-old
"Cladosporium_werneckii_21083708:Cladosporium werneckii
",>65岁,81-year-old
"Cladosporium_werneckii_23734832:Cladosporium werneckii
",>65岁,90-year-old
"Cladosporium_werneckii_24767462:Cladosporium werneckii
",17-65岁,63-year-old
"Cladosporium_werneckii_26329376:Cladosporium werneckii
",>65岁,67
"Cladosporium_werneckii_28062320:Cladosporium werneckii
",>65岁,30 and 74
"Cladosporium_werneckii_29094263:Cladosporium werneckii
",>65岁,68- and 87
"Cladosporium_werneckii_31915834:Cladosporium werneckii
",none,patients
"Cladosporium_werneckii_31940125:Cladosporium werneckii
",17-65岁,56-year-old
"Cladosporium_werneckii_31959463:Cladosporium werneckii
",none,report
"Cladosporium_werneckii_32030418:Cladosporium werneckii
",1-17岁,3
"Cladosporium_werneckii_34084534:Cladosporium werneckii
",>65岁,65-year-old
"Cladosporium_werneckii_34621853:Cladosporium werneckii
",none,virulence
"Cladosporium_werneckii_6153661:Cladosporium werneckii
",none,patients
"Cladosporium_werneckii_8452960:Cladosporium werneckii
",none,.
"Coccidioides_immitis_15522108:Coccidioides immitis
",17-65岁,60-year-old
"Coccidioides_immitis_16422300:Coccidioides immitis
",>65岁,121
"Coccidioides_immitis_16707052:Coccidioides immitis
",17-65岁,adults
"Coccidioides_immitis_17940333:Coccidioides immitis
",none,a
"Coccidioides_immitis_18280075:Coccidioides immitis
",none,healthy woman
"Coccidioides_immitis_18552586:Coccidioides immitis
",>65岁,72-year-old
"Coccidioides_immitis_18598625:Coccidioides immitis
",17-65岁,18
"Coccidioides_immitis_18619197:Coccidioides immitis
",17-65岁,38-year-old
"Coccidioides_immitis_18764956:Coccidioides immitis
",none,We present
"Coccidioides_immitis_18948432:Coccidioides immitis
",17-65岁,39-year-old
"Coccidioides_immitis_19147507:Coccidioides immitis
",>65岁,66-year-old
"Coccidioides_immitis_19239751:Coccidioides immitis
",none,area
"Coccidioides_immitis_19569488:Coccidioides immitis
",1-17岁,5-yr-old
"Coccidioides_immitis_19645867:Coccidioides immitis
",none,frequent
"Coccidioides_immitis_19645872:Coccidioides immitis
",none,previously
"Coccidioides_immitis_21289507:Coccidioides immitis
",none,report
"Coccidioides_immitis_21562136:Coccidioides immitis
",none,neck mass
"Coccidioides_immitis_22167403:Coccidioides immitis
",none,several
"Coccidioides_immitis_22366717:Coccidioides immitis
",17-65岁,29 year-old
"Coccidioides_immitis_22518870:Coccidioides immitis
",none,biopsy.
"Coccidioides_immitis_22546902:Coccidioides immitis
",none,experienced
"Coccidioides_immitis_22990973:Coccidioides immitis
",none,reporting
"Coccidioides_immitis_23535687:Coccidioides immitis
",>65岁,1998
"Coccidioides_immitis_23588326:Coccidioides immitis
",none,a
"Coccidioides_immitis_24050438:Coccidioides immitis
",>65岁,older
"Coccidioides_immitis_24613568:Coccidioides immitis
",17-65岁,39
"Coccidioides_immitis_24865953:Coccidioides immitis
",17-65岁,53
"Coccidioides_immitis_25019431:Coccidioides immitis
",none,of
"Coccidioides_immitis_25228676:Coccidioides immitis
",17-65岁,54-year-old
"Coccidioides_immitis_25351289:Coccidioides immitis
",>65岁,"1999 to 2011, 226 cases (10.1%) were positive for GLD. One hundred ninety"
"Coccidioides_immitis_25620382:Coccidioides immitis
",none,", new antifungal medications are likely to improve"
"Coccidioides_immitis_26638217:Coccidioides immitis
",17-65岁,56
"Coccidioides_immitis_26722164:Coccidioides immitis
",none,a
"Coccidioides_immitis_26904326:Coccidioides immitis
",17-65岁,31-year-old
"Coccidioides_immitis_26974302:Coccidioides immitis
",none,HIV
"Coccidioides_immitis_27492230:Coccidioides immitis
",none,cancer
"Coccidioides_immitis_28053216:Coccidioides immitis
",>65岁,103
"Coccidioides_immitis_28081876:Coccidioides immitis
",none,.
"Coccidioides_immitis_28797489:Coccidioides immitis
",none,of
"Coccidioides_immitis_28811115:Coccidioides immitis
",17-65岁,44-year-old
"Coccidioides_immitis_29553315:Coccidioides immitis
",none,whom
"Coccidioides_immitis_29772139:Coccidioides immitis
",none,.
"Coccidioides_immitis_2986505:Coccidioides immitis
",none,.
"Coccidioides_immitis_30061139:Coccidioides immitis
",17-65岁,25-year-old
"Coccidioides_immitis_30230974:Coccidioides immitis
",none,an individual
