,物种名称,是否是致病菌,预测概率,样本量,样本量文本,年龄,年龄文本,患者性别,性别文本,免疫状态,免疫文本,证据等级,证据文本,原文链接,标注方式
Moraxella_lincolnii_20667430,Moraxella lincolnii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20667430/,人工标注
Asaia_20826638,Asaia,no,[1],1-10,three patients,NA,NA,NA,NA,受损,opportunistic human pathogens,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,isolated AAB from clinical samples,https://pubmed.ncbi.nlm.nih.gov/20826638/,人工标注
Suttonella_indologenes_20833508,Suttonella indologenes,yes,[1],1,A,17-65,28-year-old,男,man,NA,NA,3：血及无菌体液（如脓胸液）,Blood cultures grew gram-negative rods,https://pubmed.ncbi.nlm.nih.gov/20833508/,人工标注
Candidimonas_20952543,Candidimonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/20952543/,人工标注
Shigella_dysenteriae_21055309,Shigella dysenteriae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21055309/,人工标注
Legionella_rubrilucens_21126333,Legionella rubrilucens,yes,[1],1-10,Two Legionnaires' disease cases,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Legionella serological and urinary antigen tests,https://pubmed.ncbi.nlm.nih.gov/21126333/,人工标注
Pandoraea_pulmonicola_21127160,Pandoraea pulmonicola,yes,[1],1-10,Three patients,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,isolates and strains from other Pandoraea species,https://pubmed.ncbi.nlm.nih.gov/21127160/,人工标注
Ralstonia_pickettii_21144257,Ralstonia pickettii,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21144257/,人工标注
Cardiobacterium_valvarum_21163827,Cardiobacterium valvarum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21163827/,人工标注
Pseudomonas_pseudoalcaligenes_21178163,Pseudomonas pseudoalcaligenes,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21178163/,人工标注
Myroides_odoratimimus_21246247,Myroides odoratimimus,yes,[1],1,a case,65以上,NA,男,male,受损,immunocompetent,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/21246247/,人工标注
Pseudomonas_pseudoalcaligenes_21265786,Pseudomonas pseudoalcaligenes,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21265786/,人工标注
Acinetobacter_beijerinckii_21369976,Acinetobacter beijerinckii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21369976/,人工标注
Haemophilus_ducreyi_21413340,Haemophilus ducreyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21413340/,人工标注
Vibrio_parahaemolyticus_21424669,Vibrio parahaemolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21424669/,人工标注
Actinobacillus_ureae_21441378,Actinobacillus ureae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21441378/,人工标注
Bordetella_petrii_21470449,Bordetella petrii,yes,[1],1,a,65以上,79-year-old,女,female,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,sputum that yielded B. petrii on culture,https://pubmed.ncbi.nlm.nih.gov/21470449/,人工标注
Pantoea_agglomerans_21504526,Pantoea agglomerans,yes,[1],1,a case,17-65,NA,男,NA,受损,immunocompromised hosts.,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,in a heart-lung transplant recipient following transplantation,https://pubmed.ncbi.nlm.nih.gov/21504526/,人工标注
Erwinia_herbicola_21504526,Erwinia herbicola,no,[1],NA,a case,NA,NA,NA,NA,NA,immunocompromised hosts.,NA,in a heart-lung transplant recipient following transplantation,https://pubmed.ncbi.nlm.nih.gov/21504526/,人工标注
Erwinia_milletiae_21504526,Erwinia milletiae,no,[1],NA,a case,NA,NA,NA,NA,NA,immunocompromised hosts.,NA,in a heart-lung transplant recipient following transplantation,https://pubmed.ncbi.nlm.nih.gov/21504526/,人工标注
Legionella_sainthelensi_21538239,Legionella sainthelensi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21538239/,人工标注
Legionella_maceachernii_21538239,Legionella maceachernii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21538239/,人工标注
Myroides_odoratimimus_21571938,Myroides odoratimimus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21571938/,人工标注
Pseudomonas_luteola_21601873,Pseudomonas luteola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21601873/,人工标注
Legionella_rubrilucens_21687424,Legionella rubrilucens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21687424/,人工标注
Legionella_gratiana_21687424,Legionella gratiana,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21687424/,人工标注
Pusillimonas_21717340,Pusillimonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21717340/,人工标注
Castellaniella_21717340,Castellaniella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21717340/,人工标注
Parapusillimonas_21717340,Parapusillimonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21717340/,人工标注
Pigmentiphaga_21717340,Pigmentiphaga,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21717340/,人工标注
Kingella_denitrificans_21792784,Kingella denitrificans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21792784/,人工标注
Salmonella_bongori_21812720,Salmonella bongori,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21812720/,人工标注
Pasteurella_stomatis_21841008,Pasteurella stomatis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/21841008/,人工标注
Ralstonia_pickettii_21843320,Ralstonia pickettii,yes,[1],1,A,17-65,sixty-five-year-old,男,man,NA,NA,1：同时具备肺组织病理+病原学证据,A lung biopsy was done and pathological analysis confirmed lobar pneumonia,https://pubmed.ncbi.nlm.nih.gov/21843320/,人工标注
Pandoraea_sputorum_21908092,Pandoraea sputorum,yes,[1],1,the first clinical case,1-17,the age of eleven,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,isolated in sputum,https://pubmed.ncbi.nlm.nih.gov/21908092/,人工标注
Legionella_steelei_21948093,Legionella steelei,no,[1],1-10,two patients,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,isolated from the respiratory tract,https://pubmed.ncbi.nlm.nih.gov/21948093/,人工标注
Serratia_ficaria_21983325,Serratia ficaria,yes,[1],1,A,17-65,46-year-old,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Sputum culture,https://pubmed.ncbi.nlm.nih.gov/21983325/,人工标注
Pseudomonas_oryzihabitans_22000035,Pseudomonas oryzihabitans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22000035/,人工标注
Pseudomonas_oryzihabitans_22059293,Pseudomonas oryzihabitans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22059293/,人工标注
Legionella_bozemanae_22070605,Legionella bozemanae,no,[1],10-100,33 patients,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Macrophage infectivity potentiator gene (mip) sequencing,https://pubmed.ncbi.nlm.nih.gov/22070605/,人工标注
Ralstonia_mannitolilytica_22164420,Ralstonia mannitolilytica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22164420/,人工标注
Pandoraea_sputorum_22170922,Pandoraea sputorum,yes,[1],1,a,17-65,30-year-old,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,matrix-assisted laser desorption ionization-time of flight mass spectrometry (MALDI-TOF MS,https://pubmed.ncbi.nlm.nih.gov/22170922/,人工标注
Sphingobacterium_mizutaii_22180612,Sphingobacterium mizutaii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22180612/,人工标注
Acinetobacter_radioresistens_22247213,Acinetobacter radioresistens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22247213/,人工标注
Acinetobacter_parvus_22247213,Acinetobacter parvus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22247213/,人工标注
Legionella_oakridgensis_22260271,Legionella oakridgensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22260271/,人工标注
Legionella_rubrilucens_22286905,Legionella rubrilucens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Legionella_birminghamensis_22286905,Legionella birminghamensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Legionella_brunensis_22286905,Legionella brunensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Legionella_dresdenensis_22286905,Legionella dresdenensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Legionella_erythra_22286905,Legionella erythra,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Legionella_londiniensis_22286905,Legionella londiniensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22286905/,人工标注
Empedobacter_brevis_22429703,Empedobacter brevis,yes,[1],1,a case,17-65,NA,男,NA,抑制,NA,1：同时具备肺组织病理+病原学证据,B. gladioli infection,https://pubmed.ncbi.nlm.nih.gov/22429703/,人工标注
Ewingella_americana_22469443,Ewingella americana,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22469443/,人工标注
Haemophilus_pittmaniae_22546325,Haemophilus pittmaniae,yes,[1],1,a case,17-65,58-year-old,男,man,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,16S rRNA gene sequencing,https://pubmed.ncbi.nlm.nih.gov/22546325/,人工标注
Sphingobacterium_multivorum_22561594,Sphingobacterium multivorum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22561594/,人工标注
Haemophilus_paraphrophilus_22622257,Haemophilus paraphrophilus,no,[1],1,a case,NA,NA,女,woman,正常,immunocompetent,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22622257/,人工标注
Aggregatibacter_aphrophilus_22622257,Aggregatibacter aphrophilus,no,[1],NA,a case,NA,NA,NA,woman,NA,immunocompetent,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22622257/,人工标注
Aggregatibacter_paraphrophilus_22622257,Aggregatibacter paraphrophilus,no,[1],NA,a case,NA,NA,NA,woman,NA,immunocompetent,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22622257/,人工标注
Pantoea_agglomerans_22639319,Pantoea agglomerans,yes,[1],1,A case,17-65,55 year-old,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,Bacterial growth from the deep tracheal aspirate of the patient,https://pubmed.ncbi.nlm.nih.gov/22639319/,人工标注
Erwinia_herbicola_22639319,Erwinia herbicola,no,[1],NA,A case,NA,55 year-old,NA,male,NA,NA,NA,Bacterial growth from the deep tracheal aspirate of the patient,https://pubmed.ncbi.nlm.nih.gov/22639319/,人工标注
Erwinia_milletiae_22639319,Erwinia milletiae,no,[1],NA,A case,NA,55 year-old,NA,male,NA,NA,NA,Bacterial growth from the deep tracheal aspirate of the patient,https://pubmed.ncbi.nlm.nih.gov/22639319/,人工标注
Ochrobactrum_anthropi_22669505,Ochrobactrum anthropi,yes,[1],1,another case,17-65,NA,男,NA,NA,NA,4：气管镜活检组织培养出病原体，或者支气管肺泡灌洗液（BALF）定量培养>10**4,infection secondary to O. anthropi,https://pubmed.ncbi.nlm.nih.gov/22669505/,人工标注
Neisseria_bacilliformis_22673965,Neisseria bacilliformis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22673965/,人工标注
Brevundimonas_vesicularis_22711597,Brevundimonas vesicularis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,blood cultures,https://pubmed.ncbi.nlm.nih.gov/22711597/,人工标注
Cupriavidus_pauculus_22779937,Cupriavidus pauculus,yes,[1],1,A case,1岁以下,newborn,NA,NA,正常,healthy,3：血及无菌体液（如脓胸液）,caused by C. pauculus,https://pubmed.ncbi.nlm.nih.gov/22779937/,人工标注
Pseudomonas_alcaligenes_22854353,Pseudomonas alcaligenes,yes,[1],1,a,65以上,76-year-old,男,male patient,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22854353/,人工标注
Aeromonas_media_22860594,Aeromonas media,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22860594/,人工标注
Aggregatibacter_aphrophilus_22875690,Aggregatibacter aphrophilus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22875690/,人工标注
Delftia_acidovorans_22992836,Delftia acidovorans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/22992836/,人工标注
Brevundimonas_diminuta_23041635,Brevundimonas diminuta,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23041635/,人工标注
Enterobacter_gergoviae_23056055,Enterobacter gergoviae,yes,[1],1,A Case,1岁以下,3-month-old,男,male,NA,NA,3：血及无菌体液（如脓胸液）,esulting from Enterobacter gergoviae pneumonia.,https://pubmed.ncbi.nlm.nih.gov/23056055/,人工标注
Comamonas_kerstersii_23125317,Comamonas kerstersii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23125317/,人工标注
Comamonas_aquatica_23125317,Comamonas aquatica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23125317/,人工标注
Bartonella_clarridgeiae_23132688,Bartonella clarridgeiae,no,[1],10-100,Seventy-four cases,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/23132688/,人工标注
Shewanella_algae_23163042,Shewanella algae,yes,[1],1,the first case,17-65,23 years of age,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,"Bacteria isolation, cultural",https://pubmed.ncbi.nlm.nih.gov/23163042/,人工标注
Serratia_odorifera_23182140,Serratia odorifera,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23182140/,人工标注
Shigella_dysenteriae_23261726,Shigella dysenteriae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23261726/,人工标注
Shigella_boydii_23261726,Shigella boydii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23261726/,人工标注
Cedecea_davisae_23320209,Cedecea davisae,yes,[1],1,a case,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,molecular diagnostics,https://pubmed.ncbi.nlm.nih.gov/23320209/,人工标注
Proteus_hauseri_23385155,Proteus hauseri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23385155/,人工标注
Acinetobacter_johnsonii_23385155,Acinetobacter johnsonii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23385155/,人工标注
Brucella_ceti_23419820,Brucella ceti,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23419820/,人工标注
Providencia_rettgeri_23439291,Providencia rettgeri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23439291/,人工标注
Balneatrix_alpica_23469263,Balneatrix alpica,yes,[1],NA,NA,NA,NA,NA,NA,NA,NA,7：免疫学证据,multiplexed immunofluorescence assay,https://pubmed.ncbi.nlm.nih.gov/23469263/,人工标注
Aeromonas_veronii_23474673,Aeromonas veronii,yes,[1],10-100,84 patients,NA,NA,NA,men and in patients of advanced age,NA,immunocompromised patients,3：血及无菌体液（如脓胸液）,pathogens,https://pubmed.ncbi.nlm.nih.gov/23474673/,人工标注
Aeromonas_caviae_23474673,Aeromonas caviae,yes,[1],10-100,84 patients,NA,NA,NA,men and in patients of advanced age,NA,immunocompromised patients,3：血及无菌体液（如脓胸液）,pathogens,https://pubmed.ncbi.nlm.nih.gov/23474673/,人工标注
Acinetobacter_pittii_23639796,Acinetobacter pittii,yes,[1],10-100,82,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,Multilocus sequence,https://pubmed.ncbi.nlm.nih.gov/23639796/,人工标注
Leclercia_adecarboxylata_23686599,Leclercia adecarboxylata,yes,[1],1,NA,17-65,NA,女,NA,受损,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/23686599/,人工标注
Providencia_alcalifaciens_23710559,Providencia alcalifaciens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23710559/,人工标注
Ralstonia_pickettii_23725776,Ralstonia pickettii,no,[1],NA,two,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23725776/,人工标注
Ralstonia_mannitolilytica_23725776,Ralstonia mannitolilytica,yes,[1],1-10,two,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/23725776/,人工标注
Bordetella_petrii_23750235,Bordetella petrii,yes,[1],1-10,a,NA,NA,女,woman,NA,NA,3：血及无菌体液（如脓胸液）,"enetically, phenotypically and by antibody recognition",https://pubmed.ncbi.nlm.nih.gov/23750235/,人工标注
Francisella_noatunensis_23765119,Francisella noatunensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23765119/,人工标注
Paenalcaligenes_hominis_23811136,Paenalcaligenes hominis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23811136/,人工标注
Capnocytophaga_cynodegmi_23813822,Capnocytophaga cynodegmi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23813822/,人工标注
Brucella_pinnipedialis_23837368,Brucella pinnipedialis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23837368/,人工标注
Brucella_ceti_23837368,Brucella ceti,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23837368/,人工标注
Pseudomonas_monteilii_23847284,Pseudomonas monteilii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23847284/,人工标注
Sphingobacterium_multivorum_23859944,Sphingobacterium multivorum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/23859944/,人工标注
Burkholderia_pseudomultivorans_23867250,Burkholderia pseudomultivorans,no,[1],10-100,Eleven,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,recA and 16S rRNA sequence,https://pubmed.ncbi.nlm.nih.gov/23867250/,人工标注
Cedecea_lapagei_24035464,Cedecea lapagei,yes,[1],1,First reported case,17-65,NA,女,NA,受损,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,C. lapagei in a patient,https://pubmed.ncbi.nlm.nih.gov/24035464/,人工标注
Kingella_denitrificans_24040782,Kingella denitrificans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24040782/,人工标注
Capnocytophaga_cynodegmi_24040782,Capnocytophaga cynodegmi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24040782/,人工标注
Bartonella_vinsonii_24120155,Bartonella vinsonii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24120155/,人工标注
Bartonella_koehlerae_24120155,Bartonella koehlerae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24120155/,人工标注
Azohydromonas_24122117,Azohydromonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24122117/,人工标注
Wohlfahrtiimonas_chitiniclastica_24126466,Wohlfahrtiimonas chitiniclastica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24126466/,人工标注
Providencia_alcalifaciens_24129837,Providencia alcalifaciens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24129837/,人工标注
Haematobacter_missouriensis_24135316,Haematobacter missouriensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24135316/,人工标注
Haematobacter_massiliensis_24135316,Haematobacter massiliensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24135316/,人工标注
Ochrobactrum_anthropi_24152523,Ochrobactrum anthropi,yes,[1],1,a,1岁以下,small for gestational age,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/24152523/,人工标注
Serratia_odorifera_24155565,Serratia odorifera,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24155565/,人工标注
Bordetella_trematum_24158552,Bordetella trematum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24158552/,人工标注
Raoultella_terrigena_24223595,Raoultella terrigena,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24223595/,人工标注
Edwardsiella_hoshinae_24223595,Edwardsiella hoshinae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24223595/,人工标注
Edwardsiella_tarda_24223595,Edwardsiella tarda,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24223595/,人工标注
Enterobacter_gergoviae_24223595,Enterobacter gergoviae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24223595/,人工标注
Roseomonas_cervicalis_24408520,Roseomonas cervicalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24408520/,人工标注
Citrobacter_rodentium_24431327,Citrobacter rodentium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24431327/,人工标注
Haemophilus_ducreyi_24434511,Haemophilus ducreyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24434511/,人工标注
Weeksella_virosa_24453231,Weeksella virosa,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24453231/,人工标注
Empedobacter_brevis_24453231,Empedobacter brevis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24453231/,人工标注
Wautersiella_falsenii_24453231,Wautersiella falsenii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24453231/,人工标注
Capnocytophaga_sputigena_24484531,Capnocytophaga sputigena,yes,[1],10-100,53 patients,17-65,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,bacterial 16S rDNA sequences and cDNA libraries,https://pubmed.ncbi.nlm.nih.gov/24484531/,人工标注
Brucella_pinnipedialis_24502708,Brucella pinnipedialis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/24502708/,人工标注
