,age,age_origin
"Haemophilus_influenzae_33132333:Haemophilus influenzae
",17-65岁,39 years (range: 23-47
"Haemophilus_influenzae_33139134:Haemophilus influenzae
",1-17岁,2-4
"Haemophilus_influenzae_33143954:Haemophilus influenzae
",1-17岁,4-12
"Haemophilus_influenzae_33204762:Haemophilus influenzae
",>65岁,99
"Haemophilus_influenzae_33231116:Haemophilus influenzae
",>65岁,264
"Haemophilus_influenzae_33239464:Haemophilus influenzae
",>65岁,2019
"Haemophilus_influenzae_33281908:Haemophilus influenzae
",1-17岁,pediatric age
"Haemophilus_influenzae_33306743:Haemophilus influenzae
",1-17岁,five
"Haemophilus_influenzae_33342052:Haemophilus influenzae
",17-65岁,48 vs. 64
"Haemophilus_influenzae_33358259:Haemophilus influenzae
",>65岁,1901
"Haemophilus_parahaemolyticus_24883195:Haemophilus parahaemolyticus
",1岁以下,"six-month-period. Site of infection, sex, and age"
"Haemophilus_parahaemolyticus_251364:Haemophilus parahaemolyticus
",none,Georgia
"Haemophilus_parahaemolyticus_4415108:Haemophilus parahaemolyticus
",none,:
"Haemophilus_parahaemolyticus_4857335:Haemophilus parahaemolyticus
",none,.
"Haemophilus_parahaemolyticus_533492:Haemophilus parahaemolyticus
",none,intensive
"Haemophilus_parahaemolyticus_593808:Haemophilus parahaemolyticus
",none,several
"Haemophilus_parahaemolyticus_7177804:Haemophilus parahaemolyticus
",none,livestock
"Haemophilus_parahaemolyticus_7348103:Haemophilus parahaemolyticus
",none,slaughter
"Haemophilus_parahaemolyticus_7460570:Haemophilus parahaemolyticus
",17-65岁,27-45
"Haemophilus_parainfluenzae_10719006:Haemophilus parainfluenzae
",none,a wide range of RTI
"Haemophilus_parainfluenzae_10856326:Haemophilus parainfluenzae
",17-65岁,41 year old
"Haemophilus_parainfluenzae_1287613:Haemophilus parainfluenzae
",>65岁,elderly
"Haemophilus_parainfluenzae_15011754:Haemophilus parainfluenzae
",1-17岁,15
"Haemophilus_parainfluenzae_15315033:Haemophilus parainfluenzae
",17-65岁,50
"Haemophilus_parainfluenzae_1585219:Haemophilus parainfluenzae
",1-17岁,seven
"Haemophilus_parainfluenzae_2041146:Haemophilus parainfluenzae
",1-17岁,children
"Haemophilus_parainfluenzae_24113096:Haemophilus parainfluenzae
",>65岁,aging
"Haemophilus_parainfluenzae_25033402:Haemophilus parainfluenzae
",1-17岁,younger ages
"Haemophilus_parainfluenzae_2526249:Haemophilus parainfluenzae
",1-17岁,46 children
"Haemophilus_parainfluenzae_2617633:Haemophilus parainfluenzae
",17-65岁,27
"Haemophilus_parainfluenzae_26575877:Haemophilus parainfluenzae
",1-17岁,children from the Chongqing area
"Haemophilus_parainfluenzae_2664249:Haemophilus parainfluenzae
",17-65岁,63
"Haemophilus_parainfluenzae_2677160:Haemophilus parainfluenzae
",1-17岁,children
"Haemophilus_parainfluenzae_2746851:Haemophilus parainfluenzae
",1-17岁,2
"Haemophilus_parainfluenzae_27924179:Haemophilus parainfluenzae
",>65岁,65-year-old
"Haemophilus_parainfluenzae_28881886:Haemophilus parainfluenzae
",17-65岁,49
"Haemophilus_parainfluenzae_28922613:Haemophilus parainfluenzae
",1-17岁,5
"Haemophilus_parainfluenzae_30772885:Haemophilus parainfluenzae
",17-65岁,25-year-old
"Haemophilus_parainfluenzae_31193119:Haemophilus parainfluenzae
",1-17岁,5
"Haemophilus_parainfluenzae_31600928:Haemophilus parainfluenzae
",>65岁,18-70
"Haemophilus_parainfluenzae_31828685:Haemophilus parainfluenzae
",17-65岁,18
"Haemophilus_parainfluenzae_32217675:Haemophilus parainfluenzae
",none,a
"Haemophilus_parainfluenzae_32305630:Haemophilus parainfluenzae
",none,.
"Haemophilus_parainfluenzae_32543353:Haemophilus parainfluenzae
",>65岁,2020
"Haemophilus_parainfluenzae_32661300:Haemophilus parainfluenzae
",>65岁,18 to 70
"Haemophilus_parainfluenzae_32742217:Haemophilus parainfluenzae
",17-65岁,17-year-old
"Haemophilus_parainfluenzae_3308147:Haemophilus parainfluenzae
",>65岁,433
"Haemophilus_parainfluenzae_3799681:Haemophilus parainfluenzae
",none,homosexual
"Haemophilus_parainfluenzae_6219980:Haemophilus parainfluenzae
",1-17岁,three
"Haemophilus_parainfluenzae_7235817:Haemophilus parainfluenzae
",none,alcohol
"Haemophilus_parainfluenzae_7789484:Haemophilus parainfluenzae
",17-65岁,46
"Haemophilus_parainfluenzae_8988413:Haemophilus parainfluenzae
",1-17岁,11
"Inquilinus_limosus_15757565:Inquilinus limosus
",1-17岁,2
"Inquilinus_limosus_19261796:Inquilinus limosus
",>65岁,561
"Inquilinus_limosus_25387296:Inquilinus limosus
",17-65岁,20-years-old
"Inquilinus_limosus_26267744:Inquilinus limosus
",none,lung transplant
"Inquilinus_limosus_27717651:Inquilinus limosus
",17-65岁,60
"Kingella_kingae_20182400:Kingella kingae
",17-65岁,0 to 18
"Kingella_kingae_29246347:Kingella kingae
",1-17岁,7
"Kingella_kingae_30016451:Kingella kingae
",1-17岁,11-year-old
"Kingella_kingae_30245832:Kingella kingae
",17-65岁,2 and 36
"Kingella_kingae_30571808:Kingella kingae
",1岁以下,19-months-old
"Kingella_kingae_31232893:Kingella kingae
",1岁以下,16-month-old
"Kingella_kingae_31982291:Kingella kingae
",none,a
"Kingella_kingae_32274330:Kingella kingae
",1岁以下,infant
"Kingella_kingae_32730482:Kingella kingae
",1-17岁,4
"Klebsiella_oxytoca_15700634:Klebsiella oxytoca
",17-65岁,52 year-old
"Klebsiella_oxytoca_15729490:Klebsiella oxytoca
",17-65岁,32
"Klebsiella_oxytoca_1685495:Klebsiella oxytoca
",none,unit
"Klebsiella_oxytoca_17957611:Klebsiella oxytoca
",none,empty
"Klebsiella_oxytoca_18269335:Klebsiella oxytoca
",1-17岁,3
"Klebsiella_oxytoca_18305137:Klebsiella oxytoca
",none,anticipation
"Klebsiella_oxytoca_18318145:Klebsiella oxytoca
",17-65岁,30
"Klebsiella_oxytoca_18669249:Klebsiella oxytoca
",none,10th
"Klebsiella_oxytoca_1920813:Klebsiella oxytoca
",1-17岁,two
"Klebsiella_oxytoca_1990453:Klebsiella oxytoca
",17-65岁,48
"Klebsiella_oxytoca_20061679:Klebsiella oxytoca
",1-17岁,seven
"Klebsiella_oxytoca_20862506:Klebsiella oxytoca
",none,.
"Klebsiella_oxytoca_24162251:Klebsiella oxytoca
",>65岁,1065
"Klebsiella_oxytoca_25176215:Klebsiella oxytoca
",>65岁,4 890
"Klebsiella_oxytoca_25348541:Klebsiella oxytoca
",none,medication
"Klebsiella_oxytoca_25595832:Klebsiella oxytoca
",17-65岁,26
"Klebsiella_oxytoca_26379000:Klebsiella oxytoca
",17-65岁,50-year-old
"Klebsiella_oxytoca_29036990:Klebsiella oxytoca
",17-65岁,51 years old
"Klebsiella_oxytoca_29571291:Klebsiella oxytoca
",1-17岁,three
"Klebsiella_oxytoca_29792794:Klebsiella oxytoca
",none,I
"Klebsiella_oxytoca_29983683:Klebsiella oxytoca
",17-65岁,37
"Klebsiella_oxytoca_32584852:Klebsiella oxytoca
",>65岁,73
"Klebsiella_oxytoca_3293638:Klebsiella oxytoca
",17-65岁,46 year old
"Klebsiella_oxytoca_33087003:Klebsiella oxytoca
",>65岁,77-year-old
"Klebsiella_oxytoca_33116675:Klebsiella oxytoca
",none,secondary
"Klebsiella_oxytoca_3849515:Klebsiella oxytoca
",>65岁,elderly
"Klebsiella_oxytoca_6857585:Klebsiella oxytoca
",17-65岁,27
"Klebsiella_oxytoca_7241797:Klebsiella oxytoca
",none,causative
"Klebsiella_oxytoca_9015487:Klebsiella oxytoca
",>65岁,1988
"Klebsiella_oxytoca_9524863:Klebsiella oxytoca
",none,.
"Klebsiella_ozaenae_1604394:Klebsiella ozaenae
",none,required
"Klebsiella_ozaenae_18614154:Klebsiella ozaenae
",>65岁,74-year-old
"Klebsiella_ozaenae_20514860:Klebsiella ozaenae
",17-65岁,55-year-old
"Klebsiella_ozaenae_3061163:Klebsiella ozaenae
",none,.
"Klebsiella_ozaenae_33281457:Klebsiella ozaenae
",17-65岁,40-year-old
"Klebsiella_ozaenae_3859775:Klebsiella ozaenae
",none,patients
"Klebsiella_ozaenae_8181846:Klebsiella ozaenae
",17-65岁,50
"Klebsiella_pneumoniae_30423055:Klebsiella pneumoniae
",>65岁,older
"Klebsiella_pneumoniae_30439311:Klebsiella pneumoniae
",>65岁,95
"Klebsiella_pneumoniae_30616536:Klebsiella pneumoniae
",none,a
"Klebsiella_pneumoniae_30733859:Klebsiella pneumoniae
",>65岁,227
"Klebsiella_pneumoniae_30860202:Klebsiella pneumoniae
",none,toddler
"Klebsiella_pneumoniae_30868949:Klebsiella pneumoniae
",none,investigating
"Klebsiella_pneumoniae_30890297:Klebsiella pneumoniae
",17-65岁,60-year-old
"Klebsiella_pneumoniae_31174691:Klebsiella pneumoniae
",>65岁,195
"Klebsiella_pneumoniae_31189230:Klebsiella pneumoniae
",>65岁,"54 years, 82"
"Klebsiella_pneumoniae_31192259:Klebsiella pneumoniae
",17-65岁,18-29
"Klebsiella_pneumoniae_31205100:Klebsiella pneumoniae
",>65岁,365
"Klebsiella_pneumoniae_31210549:Klebsiella pneumoniae
",none,and
"Klebsiella_pneumoniae_31223478:Klebsiella pneumoniae
",17-65岁,adult
"Klebsiella_pneumoniae_31308567:Klebsiella pneumoniae
",>65岁,80
"Klebsiella_pneumoniae_31408445:Klebsiella pneumoniae
",none,pneumonia
"Klebsiella_pneumoniae_31414641:Klebsiella pneumoniae
",17-65岁,"72.5 (43-96), 60"
"Klebsiella_pneumoniae_31416647:Klebsiella pneumoniae
",none,.
"Klebsiella_pneumoniae_31426870:Klebsiella pneumoniae
",>65岁,74-year-old
"Klebsiella_pneumoniae_31567977:Klebsiella pneumoniae
",1-17岁,two
"Klebsiella_pneumoniae_31619219:Klebsiella pneumoniae
",>65岁,94
"Klebsiella_pneumoniae_31698513:Klebsiella pneumoniae
",>65岁,102
"Klebsiella_pneumoniae_31761885:Klebsiella pneumoniae
",1-17岁,15
"Klebsiella_pneumoniae_32164551:Klebsiella pneumoniae
",17-65岁,38-year-old
"Klebsiella_pneumoniae_32172261:Klebsiella pneumoniae
",>65岁,75
"Klebsiella_pneumoniae_32360054:Klebsiella pneumoniae
",none,-year old
"Klebsiella_pneumoniae_32408156:Klebsiella pneumoniae
",17-65岁,15-44
"Klebsiella_pneumoniae_32481328:Klebsiella pneumoniae
",17-65岁,39-year-old
"Klebsiella_pneumoniae_32482366:Klebsiella pneumoniae
",none,"patients, appropriate antimicrobial agents can be recommended."
"Klebsiella_pneumoniae_32527579:Klebsiella pneumoniae
",none,"a patient with diabetic foot ulcer and necrotizing soft tissue infection, baeriamia and lung infection: A case report"
"Klebsiella_pneumoniae_32603803:Klebsiella pneumoniae
",none,care
"Klebsiella_pneumoniae_32633173:Klebsiella pneumoniae
",none,gender
"Klebsiella_pneumoniae_32689631:Klebsiella pneumoniae
",>65岁,380
"Klebsiella_pneumoniae_32755515:Klebsiella pneumoniae
",>65岁,74 +- 15 (range= 21-93
"Klebsiella_pneumoniae_32764999:Klebsiella pneumoniae
",>65岁,79-year-old
"Klebsiella_pneumoniae_32775174:Klebsiella pneumoniae
",17-65岁,adults
"Klebsiella_pneumoniae_32791790:Klebsiella pneumoniae
",>65岁,elderly
"Klebsiella_pneumoniae_32792845:Klebsiella pneumoniae
",17-65岁,56 +- 20
"Klebsiella_pneumoniae_32905353:Klebsiella pneumoniae
",>65岁,110
"Klebsiella_pneumoniae_32941593:Klebsiella pneumoniae
",none,critically-ill
"Klebsiella_pneumoniae_32942817:Klebsiella pneumoniae
",17-65岁,adult
"Klebsiella_pneumoniae_32944436:Klebsiella pneumoniae
",>65岁,114
"Klebsiella_pneumoniae_32954758:Klebsiella pneumoniae
",none,clinical pleural effusions
"Klebsiella_pneumoniae_32967718:Klebsiella pneumoniae
",none,and
"Klebsiella_pneumoniae_32974573:Klebsiella pneumoniae
",none,Khartoum
"Klebsiella_pneumoniae_32977435:Klebsiella pneumoniae
",>65岁,3708
"Klebsiella_pneumoniae_33025455:Klebsiella pneumoniae
",1-17岁,5 to 10
"Klebsiella_pneumoniae_33029764:Klebsiella pneumoniae
",>65岁,65
"Klebsiella_pneumoniae_33042858:Klebsiella pneumoniae
",none,patient
"Klebsiella_pneumoniae_33049912:Klebsiella pneumoniae
",17-65岁,45
"Klebsiella_pneumoniae_33061470:Klebsiella pneumoniae
",>65岁,734
"Klebsiella_pneumoniae_33085043:Klebsiella pneumoniae
",none,:
"Klebsiella_pneumoniae_33091620:Klebsiella pneumoniae
",>65岁,481
"Klebsiella_pneumoniae_33109242:Klebsiella pneumoniae
",>65岁,205
"Klebsiella_pneumoniae_33132333:Klebsiella pneumoniae
",17-65岁,39 years (range: 23-47
"Klebsiella_pneumoniae_33168948:Klebsiella pneumoniae
",>65岁,100
"Klebsiella_pneumoniae_33170499:Klebsiella pneumoniae
",17-65岁,adults
"Klebsiella_pneumoniae_33183047:Klebsiella pneumoniae
",>65岁,2019
"Klebsiella_pneumoniae_33217561:Klebsiella pneumoniae
",17-65岁,54
"Klebsiella_pneumoniae_33247984:Klebsiella pneumoniae
",none,pneumonia
"Klebsiella_pneumoniae_33264671:Klebsiella pneumoniae
",>65岁,114
"Klebsiella_pneumoniae_33326592:Klebsiella pneumoniae
",>65岁,65
"Klebsiella_pneumoniae_33367870:Klebsiella pneumoniae
",1-17岁,107 children
"Klebsiella_pneumoniae_33379842:Klebsiella pneumoniae
",1-17岁,11
"Klebsiella_pneumoniae_33391970:Klebsiella pneumoniae
",none,hospitalized
"Klebsiella_pneumoniae_33392341:Klebsiella pneumoniae
",>65岁,79-year-old
"Klebsiella_pneumoniae_33397244:Klebsiella pneumoniae
",17-65岁,40
"Klebsiella_pneumoniae_33401591:Klebsiella pneumoniae
",17-65岁,eighteen
"Klebsiella_pneumoniae_33401648:Klebsiella pneumoniae
",17-65岁,36-year-old
"Klebsiella_pneumoniae_33402638:Klebsiella pneumoniae
",1-17岁,2
"Klebsiella_pneumoniae_33415917:Klebsiella pneumoniae
",17-65岁,50
"Klebsiella_pneumoniae_33420122:Klebsiella pneumoniae
",>65岁,396
"Klebsiella_rhinoscleromatis_30423055:Klebsiella rhinoscleromatis
",>65岁,older
"Klebsiella_rhinoscleromatis_30439311:Klebsiella rhinoscleromatis
",>65岁,95
"Klebsiella_rhinoscleromatis_30616536:Klebsiella rhinoscleromatis
",none,Japanese
"Klebsiella_rhinoscleromatis_30733859:Klebsiella rhinoscleromatis
",>65岁,227
"Klebsiella_rhinoscleromatis_30860202:Klebsiella rhinoscleromatis
",none,a case of a toddler
"Klebsiella_rhinoscleromatis_30890297:Klebsiella rhinoscleromatis
",17-65岁,60-year-old
"Klebsiella_rhinoscleromatis_31174691:Klebsiella rhinoscleromatis
",>65岁,195
"Klebsiella_rhinoscleromatis_31189230:Klebsiella rhinoscleromatis
",>65岁,"54 years, 82"
"Klebsiella_rhinoscleromatis_31205100:Klebsiella rhinoscleromatis
",>65岁,65
"Klebsiella_rhinoscleromatis_31223478:Klebsiella rhinoscleromatis
",17-65岁,adult
"Klebsiella_rhinoscleromatis_31308567:Klebsiella rhinoscleromatis
",>65岁,80
"Klebsiella_rhinoscleromatis_31408445:Klebsiella rhinoscleromatis
",none,large
"Klebsiella_rhinoscleromatis_31414641:Klebsiella rhinoscleromatis
",17-65岁,"72.5 (43-96), 60"
"Klebsiella_rhinoscleromatis_31426870:Klebsiella rhinoscleromatis
",>65岁,74-year-old
"Klebsiella_rhinoscleromatis_31567977:Klebsiella rhinoscleromatis
",1-17岁,two
"Klebsiella_rhinoscleromatis_31619219:Klebsiella rhinoscleromatis
",>65岁,94
"Klebsiella_rhinoscleromatis_31761885:Klebsiella rhinoscleromatis
",1-17岁,15
"Klebsiella_rhinoscleromatis_32164551:Klebsiella rhinoscleromatis
",17-65岁,38-year-old
"Klebsiella_rhinoscleromatis_32172261:Klebsiella rhinoscleromatis
",1-17岁,75.2 ++ 12
"Klebsiella_rhinoscleromatis_32360054:Klebsiella rhinoscleromatis
",>65岁,81-year old
"Klebsiella_rhinoscleromatis_32408156:Klebsiella rhinoscleromatis
",17-65岁,15-44
"Klebsiella_rhinoscleromatis_32481328:Klebsiella rhinoscleromatis
",17-65岁,39-year-old
"Klebsiella_rhinoscleromatis_32482366:Klebsiella rhinoscleromatis
",none,"patients, appropriate antimicrobial agents can be recommended."
"Klebsiella_rhinoscleromatis_32527579:Klebsiella rhinoscleromatis
",none,"a patient with diabetic foot ulcer and necrotizing soft tissue infection, baeriamia and lung infection: A case report"
"Klebsiella_rhinoscleromatis_32603803:Klebsiella rhinoscleromatis
",none,care
"Klebsiella_rhinoscleromatis_32689631:Klebsiella rhinoscleromatis
",>65岁,380
"Klebsiella_rhinoscleromatis_32755515:Klebsiella rhinoscleromatis
",>65岁,74 +- 15 (range= 21-93
"Klebsiella_rhinoscleromatis_32764999:Klebsiella rhinoscleromatis
",>65岁,79-year-old
"Klebsiella_rhinoscleromatis_32775174:Klebsiella rhinoscleromatis
",17-65岁,adults
"Klebsiella_rhinoscleromatis_32792845:Klebsiella rhinoscleromatis
",17-65岁,56
"Klebsiella_rhinoscleromatis_32942817:Klebsiella rhinoscleromatis
",17-65岁,adult
"Klebsiella_rhinoscleromatis_32944436:Klebsiella rhinoscleromatis
",>65岁,114
"Klebsiella_rhinoscleromatis_32967718:Klebsiella rhinoscleromatis
",17-65岁,25
"Klebsiella_rhinoscleromatis_32977435:Klebsiella rhinoscleromatis
",>65岁,3708
"Klebsiella_rhinoscleromatis_33025455:Klebsiella rhinoscleromatis
",1-17岁,5 to 10
"Klebsiella_rhinoscleromatis_33029764:Klebsiella rhinoscleromatis
",>65岁,65
"Klebsiella_rhinoscleromatis_33042858:Klebsiella rhinoscleromatis
",none,patient
"Klebsiella_rhinoscleromatis_33061470:Klebsiella rhinoscleromatis
",>65岁,734
"Klebsiella_rhinoscleromatis_33085043:Klebsiella rhinoscleromatis
",none,.
"Klebsiella_rhinoscleromatis_33091620:Klebsiella rhinoscleromatis
",>65岁,481
"Klebsiella_rhinoscleromatis_33109242:Klebsiella rhinoscleromatis
",>65岁,205
"Klebsiella_rhinoscleromatis_33132333:Klebsiella rhinoscleromatis
",17-65岁,39 years (range: 23-47
"Klebsiella_rhinoscleromatis_33168948:Klebsiella rhinoscleromatis
",>65岁,100
"Klebsiella_rhinoscleromatis_33183047:Klebsiella rhinoscleromatis
",>65岁,2019
"Klebsiella_rhinoscleromatis_33217561:Klebsiella rhinoscleromatis
",17-65岁,54
"Klebsiella_rhinoscleromatis_33264671:Klebsiella rhinoscleromatis
",>65岁,114
"Klebsiella_rhinoscleromatis_33296349:Klebsiella rhinoscleromatis
",none,RESULTS:
"Klebsiella_rhinoscleromatis_33379842:Klebsiella rhinoscleromatis
",1-17岁,11
"Klebsiella_rhinoscleromatis_33391970:Klebsiella rhinoscleromatis
",none,hospitalized
"Klebsiella_rhinoscleromatis_33392341:Klebsiella rhinoscleromatis
",>65岁,79-year-old
"Klebsiella_rhinoscleromatis_33397244:Klebsiella rhinoscleromatis
",none,above
"Klebsiella_rhinoscleromatis_33401591:Klebsiella rhinoscleromatis
",17-65岁,eighteen
"Klebsiella_rhinoscleromatis_33401648:Klebsiella rhinoscleromatis
",17-65岁,36-year-old
"Klebsiella_rhinoscleromatis_33402638:Klebsiella rhinoscleromatis
",1-17岁,2
"Klebsiella_rhinoscleromatis_33415917:Klebsiella rhinoscleromatis
",17-65岁,50
"Legionella_anisa_11035237:Legionella anisa
",>65岁,1992
"Legionella_anisa_12473468:Legionella anisa
",1-17岁,14
"Legionella_anisa_12890321:Legionella anisa
",none,patients
"Legionella_anisa_14583861:Legionella anisa
",1-17岁,younger
"Legionella_anisa_16494750:Legionella anisa
",>65岁,210
"Legionella_anisa_1680907:Legionella anisa
",1-17岁,5
"Legionella_anisa_1973219:Legionella anisa
",17-65岁,56
"Legionella_anisa_22070605:Legionella anisa
",none,different
