,age,age_origin
"Dengue_virus_2_33481738:Dengue virus 2
",none,an untreated HIV
"Dengue_virus_2_33771221:Dengue virus 2
",17-65岁,38-year old
"Dengue_virus_2_33956939:Dengue virus 2
",17-65岁,60
"Dengue_virus_2_34094622:Dengue virus 2
",17-65岁,62
"Dengue_virus_2_34172701:Dengue virus 2
",1-17岁,a child
"Dengue_virus_2_34186213:Dengue virus 2
",none,their epidemiological but clinical interaction in terms of outcomes need further assessment in future studies in the region
"Dengue_virus_2_34340682:Dengue virus 2
",1-17岁,six-year old
"Dengue_virus_2_34436792:Dengue virus 2
",none,ecological
"Dengue_virus_2_34693067:Dengue virus 2
",17-65岁,30-year-old
"Dengue_virus_2_34804700:Dengue virus 2
",17-65岁,62-year-old
"Dengue_virus_3_11289013:Dengue virus 3
",1-17岁,14
"Dengue_virus_3_20420502:Dengue virus 3
",1-17岁,2-14
"Dengue_virus_3_23593267:Dengue virus 3
",1-17岁,2
"Dengue_virus_3_26821179:Dengue virus 3
",17-65岁,2-59
"Dengue_virus_3_27159214:Dengue virus 3
",1-17岁,5
"Dengue_virus_3_32881018:Dengue virus 3
",none,and
"Dengue_virus_3_32896654:Dengue virus 3
",17-65岁,adults
"Dengue_virus_3_33347804:Dengue virus 3
",none,these
"Dengue_virus_3_33956939:Dengue virus 3
",17-65岁,60
"Dengue_virus_3_34583338:Dengue virus 3
",17-65岁,18
"Dengue_virus_4_20420502:Dengue virus 4
",1-17岁,2-14
"Dengue_virus_4_2042704:Dengue virus 4
",17-65岁,10-29-year-old
"Dengue_virus_4_22232450:Dengue virus 4
",>65岁,1-80
"Dengue_virus_4_23593267:Dengue virus 4
",1-17岁,2
"Dengue_virus_4_26821179:Dengue virus 4
",17-65岁,2-59
"Dengue_virus_4_27159214:Dengue virus 4
",1-17岁,5
"Dengue_virus_4_27473947:Dengue virus 4
",>65岁,36 years (range 16-78
"Dengue_virus_4_32896654:Dengue virus 4
",17-65岁,adults
"Dengue_virus_4_33259817:Dengue virus 4
",>65岁,178
"Dengue_virus_4_33956939:Dengue virus 4
",17-65岁,60
"Dengue_virus_4_34186213:Dengue virus 4
",none,their epidemiological but clinical interaction in terms of outcomes need further assessment in future studies in the region
"Dengue_virus_4_34583338:Dengue virus 4
",17-65岁,18
"Dengue_virus_group_2042704:Dengue virus group
",17-65岁,10-29-year-old
"Dengue_virus_group_22043762:Dengue virus group
",1岁以下,29-day old
"Dengue_virus_group_22232450:Dengue virus group
",>65岁,1-80
"Dengue_virus_group_26821179:Dengue virus group
",17-65岁,2-59
"Dengue_virus_group_27159214:Dengue virus group
",1-17岁,5
"Dengue_virus_group_33771221:Dengue virus group
",17-65岁,38-year old
"Dengue_virus_group_34186213:Dengue virus group
",none,their epidemiological but clinical interaction in terms of outcomes need further assessment in future studies in the region
"Dionychopus_amasis_GV_11515866:Dionychopus amasis GV
",1-17岁,Fifteen
"Dionychopus_amasis_GV_11722602:Dionychopus amasis GV
",>65岁,67-yr-old
"Dionychopus_amasis_GV_12430063:Dionychopus amasis GV
",1-17岁,2
"Dionychopus_amasis_GV_12645725:Dionychopus amasis GV
",none,age
"Dionychopus_amasis_GV_12792160:Dionychopus amasis GV
",>65岁,elderly
"Dionychopus_amasis_GV_22366208:Dionychopus amasis GV
",17-65岁,0-34
"Dionychopus_amasis_GV_30641688:Dionychopus amasis GV
",>65岁,77
"Dionychopus_amasis_GV_32745693:Dionychopus amasis GV
",none,led
"Dionychopus_amasis_GV_32925438:Dionychopus amasis GV
",none,series
"Dionychopus_amasis_GV_33044170:Dionychopus amasis GV
",1-17岁,five
"Dionychopus_amasis_GV_34356077:Dionychopus amasis GV
",none,continents
"Dionychopus_amasis_GV_34700068:Dionychopus amasis GV
",none,existing
"Dionychopus_amasis_GV_34843666:Dionychopus amasis GV
",17-65岁,62
"Dobrava-Belgrade_virus_10413962:Dobrava-Belgrade virus
",none,Syndrome
"Dobrava-Belgrade_virus_10742726:Dobrava-Belgrade virus
",17-65岁,adults
"Dobrava-Belgrade_virus_10780770:Dobrava-Belgrade virus
",1-17岁,14
"Dobrava-Belgrade_virus_11035576:Dobrava-Belgrade virus
",1-17岁,Seven
"Dobrava-Belgrade_virus_11244810:Dobrava-Belgrade virus
",none,eastern
"Dobrava-Belgrade_virus_11784935:Dobrava-Belgrade virus
",none,who
"Dobrava-Belgrade_virus_11864199:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_12376607:Dobrava-Belgrade virus
",none,age
"Dobrava-Belgrade_virus_12878094:Dobrava-Belgrade virus
",none,general
"Dobrava-Belgrade_virus_12890323:Dobrava-Belgrade virus
",none,IX
"Dobrava-Belgrade_virus_12966548:Dobrava-Belgrade virus
",>65岁,81
"Dobrava-Belgrade_virus_14532254:Dobrava-Belgrade virus
",17-65岁,43-year-old
"Dobrava-Belgrade_virus_15163237:Dobrava-Belgrade virus
",>65岁,elderly
"Dobrava-Belgrade_virus_15763221:Dobrava-Belgrade virus
",none,future
"Dobrava-Belgrade_virus_16676106:Dobrava-Belgrade virus
",none,"serology,"
"Dobrava-Belgrade_virus_16810539:Dobrava-Belgrade virus
",17-65岁,28-year old
"Dobrava-Belgrade_virus_17146421:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_17414123:Dobrava-Belgrade virus
",none,few
"Dobrava-Belgrade_virus_17694939:Dobrava-Belgrade virus
",17-65岁,29-year-old
"Dobrava-Belgrade_virus_18460521:Dobrava-Belgrade virus
",none,dealing
"Dobrava-Belgrade_virus_18992690:Dobrava-Belgrade virus
",1-17岁,14-year-old
"Dobrava-Belgrade_virus_19199189:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_19684976:Dobrava-Belgrade virus
",>65岁,1998 and 2007
"Dobrava-Belgrade_virus_20171551:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_21670936:Dobrava-Belgrade virus
",none,:
"Dobrava-Belgrade_virus_23282770:Dobrava-Belgrade virus
",17-65岁,62 +- 20
"Dobrava-Belgrade_virus_24094390:Dobrava-Belgrade virus
",17-65岁,adults
"Dobrava-Belgrade_virus_2572978:Dobrava-Belgrade virus
",17-65岁,27-year-old
"Dobrava-Belgrade_virus_26087934:Dobrava-Belgrade virus
",none,increasing
"Dobrava-Belgrade_virus_27960210:Dobrava-Belgrade virus
",>65岁,elderly
"Dobrava-Belgrade_virus_29129538:Dobrava-Belgrade virus
",none,discussed
"Dobrava-Belgrade_virus_30136660:Dobrava-Belgrade virus
",17-65岁,24-year-old
"Dobrava-Belgrade_virus_30893528:Dobrava-Belgrade virus
",none,AA
"Dobrava-Belgrade_virus_32837494:Dobrava-Belgrade virus
",none,article
"Dobrava-Belgrade_virus_33283765:Dobrava-Belgrade virus
",none,description
"Dobrava-Belgrade_virus_33666908:Dobrava-Belgrade virus
",none,face
"Dobrava-Belgrade_virus_33704045:Dobrava-Belgrade virus
",none,patients
"Dobrava-Belgrade_virus_34011654:Dobrava-Belgrade virus
",none,This
"Dobrava-Belgrade_virus_34066699:Dobrava-Belgrade virus
",none,Barbados
"Dobrava-Belgrade_virus_34202952:Dobrava-Belgrade virus
",>65岁,185
"Dobrava-Belgrade_virus_34207939:Dobrava-Belgrade virus
",>65岁,301
"Dobrava-Belgrade_virus_34222146:Dobrava-Belgrade virus
",17-65岁,adult
"Dobrava-Belgrade_virus_34271201:Dobrava-Belgrade virus
",17-65岁,35[22-47
"Dobrava-Belgrade_virus_34287302:Dobrava-Belgrade virus
",17-65岁,37-year-old
"Dobrava-Belgrade_virus_34350315:Dobrava-Belgrade virus
",>65岁,385
"Dobrava-Belgrade_virus_34453805:Dobrava-Belgrade virus
",none,acquired
"Dobrava-Belgrade_virus_34487097:Dobrava-Belgrade virus
",none,general
"Dobrava-Belgrade_virus_34603804:Dobrava-Belgrade virus
",none,a
"Dobrava-Belgrade_virus_34643226:Dobrava-Belgrade virus
",>65岁,139
"Dobrava-Belgrade_virus_34664618:Dobrava-Belgrade virus
",none,a
"Dobrava-Belgrade_virus_34834957:Dobrava-Belgrade virus
",none,reference
"Dobrava-Belgrade_virus_34851327:Dobrava-Belgrade virus
",17-65岁,44-year-old
"Dobrava-Belgrade_virus_34918323:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_7907181:Dobrava-Belgrade virus
",none,:
"Dobrava-Belgrade_virus_8164632:Dobrava-Belgrade virus
",none,plain
"Dobrava-Belgrade_virus_8525335:Dobrava-Belgrade virus
",>65岁,105
"Dobrava-Belgrade_virus_8537665:Dobrava-Belgrade virus
",none,Baltimore
"Dobrava-Belgrade_virus_8784877:Dobrava-Belgrade virus
",none,a recent HPS death in New York State on Long island
"Dobrava-Belgrade_virus_8964681:Dobrava-Belgrade virus
",none,.
"Dobrava-Belgrade_virus_9046232:Dobrava-Belgrade virus
",1-17岁,young
"Dobrava-Belgrade_virus_9193852:Dobrava-Belgrade virus
",none,on the demographic
"Dobrava-Belgrade_virus_9193855:Dobrava-Belgrade virus
",none,patients
"Dobrava-Belgrade_virus_9363136:Dobrava-Belgrade virus
",none,.
"dolphinpox_virus_34985120:dolphinpox virus
",none,(-)
"dolphinpox_virus_34987501:dolphinpox virus
",1-17岁,eight-year old
"dolphinpox_virus_34987943:dolphinpox virus
",1-17岁,eight-year-old
"dolphinpox_virus_34988242:dolphinpox virus
",17-65岁,40-year-old
"dolphinpox_virus_34990342:dolphinpox virus
",none,confinement
"dolphinpox_virus_34990346:dolphinpox virus
",17-65岁,40
"dolphinpox_virus_34992722:dolphinpox virus
",none,care
"dolphinpox_virus_34993157:dolphinpox virus
",1-17岁,six
"Douglas_virus_33574135:Douglas virus
",>65岁,4297
"Douglas_virus_33688026:Douglas virus
",>65岁,64 (interquartile range [IQR] 53-75
"Douglas_virus_34424164:Douglas virus
",none,"returnees,"
"Douglas_virus_34492022:Douglas virus
",>65岁,223
"duck_adenovirus_1_31814632:duck adenovirus 1
",1-17岁,3-week-old
"Eastern_equine_encephalitis_virus_33679248:Eastern equine encephalitis virus
",none,occupations
"Eastern_equine_encephalitis_virus_34857965:Eastern equine encephalitis virus
",1岁以下,5-month-old
"Ebola_virus_Reston_26471197:Ebola virus Reston
",none,Caucasian
"Ebola_virus_Reston_32215760:Ebola virus Reston
",none,future
"Ebola_virus_Reston_32238177:Ebola virus Reston
",none,women
"Ebola_virus_Reston_33210457:Ebola virus Reston
",17-65岁,19
"Ebola_virus_Sudan_26471197:Ebola virus Sudan
",none,from blood
"Ebola_virus_Sudan_32215760:Ebola virus Sudan
",17-65岁,50
"Ebola_virus_Sudan_32238177:Ebola virus Sudan
",none,women
"Ebola_virus_Sudan_33210457:Ebola virus Sudan
",17-65岁,19
"Ebola_virus_Zaire_26471197:Ebola virus Zaire
",none,Caucasian
"Ebola_virus_Zaire_32215760:Ebola virus Zaire
",none,future
"Ebola_virus_Zaire_32238177:Ebola virus Zaire
",none,women
"Ebola_virus_Zaire_32829048:Ebola virus Zaire
",17-65岁,52
"Ebola_virus_Zaire_33055231:Ebola virus Zaire
",none,milestone
"Ebola_virus_Zaire_33210457:Ebola virus Zaire
",17-65岁,19
"Ecpantheria_icasia_NPV_33228818:Ecpantheria icasia NPV
",>65岁,194
"Ecpantheria_icasia_NPV_33236268:Ecpantheria icasia NPV
",17-65岁,50
"Ecpantheria_icasia_NPV_33270790:Ecpantheria icasia NPV
",1-17岁,Younger
"Ecpantheria_icasia_NPV_33296132:Ecpantheria icasia NPV
",>65岁,257
"Ecpantheria_icasia_NPV_33296409:Ecpantheria icasia NPV
",>65岁,65
"Ecpantheria_icasia_NPV_33335520:Ecpantheria icasia NPV
",>65岁,72
"Ecpantheria_icasia_NPV_33449185:Ecpantheria icasia NPV
",17-65岁,49.2 +- 17
"Ecpantheria_icasia_NPV_33509388:Ecpantheria icasia NPV
",17-65岁,18
"Ecpantheria_icasia_NPV_33547065:Ecpantheria icasia NPV
",none,single
"Ecpantheria_icasia_NPV_33761733:Ecpantheria icasia NPV
",>65岁,136 moderate patients and 83
"Ecpantheria_icasia_NPV_33788910:Ecpantheria icasia NPV
",>65岁,73
"Ecpantheria_icasia_NPV_33793600:Ecpantheria icasia NPV
",>65岁,Older age
"Ecpantheria_icasia_NPV_33814777:Ecpantheria icasia NPV
",17-65岁,60
"Ecpantheria_icasia_NPV_33825279:Ecpantheria icasia NPV
",>65岁,98
"Ecpantheria_icasia_NPV_33825844:Ecpantheria icasia NPV
",>65岁,83
"Ecpantheria_icasia_NPV_33852356:Ecpantheria icasia NPV
",>65岁,72
"Ecpantheria_icasia_NPV_33871709:Ecpantheria icasia NPV
",none,administrative
"Ecpantheria_icasia_NPV_33872057:Ecpantheria icasia NPV
",>65岁,140
"Ecpantheria_icasia_NPV_33873077:Ecpantheria icasia NPV
",>65岁,78
"Ecpantheria_icasia_NPV_34063861:Ecpantheria icasia NPV
",>65岁,101
"Ecpantheria_icasia_NPV_34093013:Ecpantheria icasia NPV
",>65岁,734 medical-ward
"Ecpantheria_icasia_NPV_34096323:Ecpantheria icasia NPV
",17-65岁,60
"Ecpantheria_icasia_NPV_34106017:Ecpantheria icasia NPV
",>65岁,76
"Ecpantheria_icasia_NPV_34130118:Ecpantheria icasia NPV
",17-65岁,56
"Ecpantheria_icasia_NPV_34146235:Ecpantheria icasia NPV
",17-65岁,adult
"Ecpantheria_icasia_NPV_34218365:Ecpantheria icasia NPV
",17-65岁,58
"Ecpantheria_icasia_NPV_34243776:Ecpantheria icasia NPV
",>65岁,older
"Ecpantheria_icasia_NPV_34249808:Ecpantheria icasia NPV
",17-65岁,47
"Ecpantheria_icasia_NPV_34384896:Ecpantheria icasia NPV
",17-65岁,adults
"Ecpantheria_icasia_NPV_34493222:Ecpantheria icasia NPV
",>65岁,2020
"Ecpantheria_icasia_NPV_34502603:Ecpantheria icasia NPV
",17-65岁,58
"Ecpantheria_icasia_NPV_34675676:Ecpantheria icasia NPV
",17-65岁,59
"Ecpantheria_icasia_NPV_34745031:Ecpantheria icasia NPV
",>65岁,from HIV and non-HIV patients during 2013-2019
"Ecpantheria_icasia_NPV_34843505:Ecpantheria icasia NPV
",>65岁,18 and 95
"Edge_Hill_virus_33148777:Edge Hill virus
",>65岁,103
"Eldeberry_latent_virus_34416798:Eldeberry latent virus
",17-65岁,53
"Eldeberry_latent_virus_34445965:Eldeberry latent virus
",>65岁,932
"Eldeberry_latent_virus_34448741:Eldeberry latent virus
",17-65岁,28 days to 59
"Eldeberry_latent_virus_34448742:Eldeberry latent virus
",17-65岁,28 days to 59
"Eldeberry_latent_virus_34448748:Eldeberry latent virus
",17-65岁,1-59
"Eldeberry_latent_virus_34555095:Eldeberry latent virus
",>65岁,8999 healthy blood donors between April-September 2020
"Eldeberry_latent_virus_34692281:Eldeberry latent virus
",>65岁,elderly
"Eldeberry_latent_virus_34696673:Eldeberry latent virus
",none,psoriatic
"Eldeberry_latent_virus_34898387:Eldeberry latent virus
",17-65岁,54-year-old
"Eldeberry_latent_virus_34962467:Eldeberry latent virus
",1-17岁,63.9+-12
"Elephant_loxondontal_herpesvirus_23505709:Elephant loxondontal herpesvirus
",1-17岁,2 and 3
"Elephant_loxondontal_herpesvirus_26179092:Elephant loxondontal herpesvirus
",17-65岁,21-year-old
"Ellidaey_virus_34987501:Ellidaey virus
",1-17岁,eight-year old
"Ellidaey_virus_34987943:Ellidaey virus
",1-17岁,eight-year-old
"Ellidaey_virus_34988242:Ellidaey virus
",17-65岁,40-year-old
"Ellidaey_virus_34990346:Ellidaey virus
",17-65岁,40
"Ellidaey_virus_34992722:Ellidaey virus
",none,care
"Ellidaey_virus_34993157:Ellidaey virus
",1-17岁,six
"Entamoeba_virus_25466580:Entamoeba virus
",1-17岁,3
"Entamoeba_virus_29196305:Entamoeba virus
",17-65岁,56-year-old
"Entamoeba_virus_31077142:Entamoeba virus
",>65岁,91
"Entamoeba_virus_34172696:Entamoeba virus
",1-17岁,5- 14
"Entamoeba_virus_34736397:Entamoeba virus
",17-65岁,54-year-old
"Enterobacteria_phage_3_8191867:Enterobacteria phage 3
",none,patients
"Enterobacteria_phage_50_8191867:Enterobacteria phage 50
",none,patients
"Enterobacteria_phage_7480b_11057511:Enterobacteria phage 7480b
",17-65岁,adults
"Enterobacteria_phage_7480b_31214784:Enterobacteria phage 7480b
",none,humans
"Enterobacteria_phage_7480b_8191867:Enterobacteria phage 7480b
",none,patients
"Enterobacteria_phage_b_8191867:Enterobacteria phage b
",none,patients
"Enterobacteria_phage_Esc-7-11_11057511:Enterobacteria phage Esc-7-11
",17-65岁,adults
"Enterobacteria_phage_Esc-7-11_31214784:Enterobacteria phage Esc-7-11
",none,humans
"Enterobacteria_phage_Esc-7-11_8191867:Enterobacteria phage Esc-7-11
",none,patients
"Enterobacteria_phage_H-19J_11057511:Enterobacteria phage H-19J
",17-65岁,adults
"Enterobacteria_phage_H-19J_31214784:Enterobacteria phage H-19J
",none,humans
"Enterobacteria_phage_H-19J_8191867:Enterobacteria phage H-19J
",none,patients
"Enterobacteria_phage_H_8191867:Enterobacteria phage H
",none,patients
"Enterobacteria_phage_If_1_31214784:Enterobacteria phage If 1
",none,hospitalized
"Enterobacteria_phage_JP501_11057511:Enterobacteria phage JP501
",17-65岁,adults
"Enterobacteria_phage_JP501_31214784:Enterobacteria phage JP501
",none,humans
"Enterobacteria_phage_JP501_8191867:Enterobacteria phage JP501
",none,patients
"Enterobacteria_phage_SP_31214784:Enterobacteria phage SP
",none,humans
"Enterobacteria_phage_ZG-3A_11057511:Enterobacteria phage ZG-3A
",17-65岁,adults
"Enterobacteria_phage_ZG-3A_31214784:Enterobacteria phage ZG-3A
",none,humans
"Epsilon_virus_24594571:Epsilon virus
",1-17岁,pre)adolescent
"Epsilon_virus_33890986:Epsilon virus
",17-65岁,8 and 48
"Epsilon_virus_34419671:Epsilon virus
",none,.
"Epstein-Barr_virus_24934116:Epstein-Barr virus
",>65岁,older
"Epstein-Barr_virus_25186505:Epstein-Barr virus
",17-65岁,19-year-old
"Epstein-Barr_virus_26031167:Epstein-Barr virus
",none,direction
"Epstein-Barr_virus_26057372:Epstein-Barr virus
",17-65岁,47-year-old
"Epstein-Barr_virus_26631890:Epstein-Barr virus
",17-65岁,39-year-old
"Epstein-Barr_virus_26663042:Epstein-Barr virus
",1-17岁,eight
"Epstein-Barr_virus_26808729:Epstein-Barr virus
",>65岁,70-year-old
"Epstein-Barr_virus_27110022:Epstein-Barr virus
",17-65岁,26
"Epstein-Barr_virus_27890234:Epstein-Barr virus
",none,gaining
"Epstein-Barr_virus_28925655:Epstein-Barr virus
",17-65岁,50
"Epstein-Barr_virus_29786186:Epstein-Barr virus
",>65岁,67-year-old
"Epstein-Barr_virus_29884277:Epstein-Barr virus
",17-65岁,47-year-old
"Epstein-Barr_virus_30209598:Epstein-Barr virus
",1-17岁,8-year-old
"Epstein-Barr_virus_30659816:Epstein-Barr virus
",17-65岁,53
"Epstein-Barr_virus_30742492:Epstein-Barr virus
",none,allogeneic
"Epstein-Barr_virus_32311992:Epstein-Barr virus
",>65岁,147
"Epstein-Barr_virus_32373453:Epstein-Barr virus
",>65岁,78-year-old
"Epstein-Barr_virus_32555213:Epstein-Barr virus
",17-65岁,37
"Epstein-Barr_virus_32590768:Epstein-Barr virus
",17-65岁,61 and 49
"Epstein-Barr_virus_32787459:Epstein-Barr virus
",17-65岁,28-year-old
"Epstein-Barr_virus_32997868:Epstein-Barr virus
",17-65岁,20-year-old
"Epstein-Barr_virus_33039244:Epstein-Barr virus
",none,a
"Epstein-Barr_virus_33097683:Epstein-Barr virus
",>65岁,78-year-old
"Epstein-Barr_virus_33210494:Epstein-Barr virus
",none,"operation, high sensitivity and high specificity."
"Epstein-Barr_virus_33235686:Epstein-Barr virus
",none,a
"Epstein-Barr_virus_33358421:Epstein-Barr virus
",1-17岁,14-year-old
"Epstein-Barr_virus_33466220:Epstein-Barr virus
",none,old
"Epstein-Barr_virus_33480653:Epstein-Barr virus
",1-17岁,8-year-old
"Epstein-Barr_virus_33666069:Epstein-Barr virus
",none,deceased
"Epstein-Barr_virus_33746054:Epstein-Barr virus
",17-65岁,21
"Epstein-Barr_virus_33773605:Epstein-Barr virus
",>65岁,68
"Epstein-Barr_virus_33774629:Epstein-Barr virus
",17-65岁,18
"Epstein-Barr_virus_34053771:Epstein-Barr virus
",none,old
"Epstein-Barr_virus_34133382:Epstein-Barr virus
",1-17岁,young boy
"Epstein-Barr_virus_34146746:Epstein-Barr virus
",1-17岁,6
"Epstein-Barr_virus_34244957:Epstein-Barr virus
",17-65岁,60
"Epstein-Barr_virus_34393023:Epstein-Barr virus
",1-17岁,13-year-old
"Epstein-Barr_virus_34422471:Epstein-Barr virus
",17-65岁,61-year-old
"Epstein-Barr_virus_34482844:Epstein-Barr virus
",1-17岁,5-year-old
"Epstein-Barr_virus_34522105:Epstein-Barr virus
",17-65岁,63
"Epstein-Barr_virus_34525962:Epstein-Barr virus
",none,Wu
"Epstein-Barr_virus_34757874:Epstein-Barr virus
",none,during sports
"Epstein-Barr_virus_34804192:Epstein-Barr virus
",none,all age
"Epstein-Barr_virus_34804758:Epstein-Barr virus
",>65岁,69-year-old
"Epstein-Barr_virus_34863102:Epstein-Barr virus
",17-65岁,64-year-old
"Epstein-Barr_virus_34876129:Epstein-Barr virus
",none,we
"Epstein-Barr_virus_34909305:Epstein-Barr virus
",17-65岁,20-year-old
"Epstein-Barr_virus_34919724:Epstein-Barr virus
",>65岁,"67 years (interquartile range [IQR], 60-73"
"Epstein-Barr_virus_34957363:Epstein-Barr virus
",none,healthy patient
"Epstein-Barr_virus_34984144:Epstein-Barr virus
",17-65岁,49-year-old
"Epstein-Barr_virus_34987501:Epstein-Barr virus
",1-17岁,eight-year old
"Equid_herpesvirus_1_178089:Equid herpesvirus 1
",none,Kirghizia].ABSTRACT:
"Equid_herpesvirus_1_27264610:Equid herpesvirus 1
",1岁以下,2-month-old
"Equid_herpesvirus_1_32479674:Equid herpesvirus 1
",none,swabs and tissues.
"Equid_herpesvirus_1_33077102:Equid herpesvirus 1
",none,rescued
"Equid_herpesvirus_1_7769144:Equid herpesvirus 1
",1-17岁,6-week-old
"Equid_herpesvirus_1_7900264:Equid herpesvirus 1
",17-65岁,adult
"Equid_herpesvirus_2_10337942:Equid herpesvirus 2
",17-65岁,32-year-old
"Equid_herpesvirus_2_10908018:Equid herpesvirus 2
",1-17岁,two
"Equid_herpesvirus_2_11510785:Equid herpesvirus 2
",>65岁,91
"Equid_herpesvirus_2_16053027:Equid herpesvirus 2
",none,UIP
